## Tue Dec 10 21:51:34 2024
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_mg7s3_zk --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_mg7s3_zk --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_mg7s3_zk/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
BDA39641.1	1527444.ucyna2_01098	1.26e-112	323.0	COG0758@1|root,COG0758@2|Bacteria,1G1BN@1117|Cyanobacteria	1117|Cyanobacteria	LU	Alternative locus ID	-	-	-	-	-	-	-	-	-	-	-	-	DNA_processg_A
BDA39642.1	1527444.ucyna2_01099	2.42e-58	180.0	COG0695@1|root,COG0695@2|Bacteria,1G92I@1117|Cyanobacteria	1117|Cyanobacteria	O	PFAM Glutaredoxin-like domain (DUF836)	-	-	-	-	-	-	-	-	-	-	-	-	DUF836
BDA39643.1	1527444.ucyna2_01100	1.41e-265	727.0	COG3842@1|root,COG3842@2|Bacteria,1G14G@1117|Cyanobacteria	1117|Cyanobacteria	P	Belongs to the ABC transporter superfamily	potA	-	3.6.3.30	ko:K02010	ko02010,map02010	M00190	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.10	-	-	ABC_tran,TOBE_2
BDA39644.1	1527444.ucyna2_01101	5.02e-168	469.0	COG0775@1|root,COG0775@2|Bacteria,1G5PC@1117|Cyanobacteria	1117|Cyanobacteria	F	PFAM Phosphorylase superfamily	-	-	-	-	-	-	-	-	-	-	-	-	PNP_UDP_1
BDA39645.1	1527444.ucyna2_01102	6.94e-90	265.0	2DI16@1|root,301P4@2|Bacteria,1G5UH@1117|Cyanobacteria	1117|Cyanobacteria	S	Alternative locus ID	-	-	-	-	-	-	-	-	-	-	-	-	YlqD
BDA39646.1	1527444.ucyna2_01103	0.0	1269.0	COG1022@1|root,COG1022@2|Bacteria,1G1QY@1117|Cyanobacteria	1117|Cyanobacteria	I	Long-chain acyl-CoA	fadD	-	6.2.1.3	ko:K01897	ko00061,ko00071,ko01100,ko01212,ko02024,ko03320,ko04146,ko04216,ko04714,ko04920,map00061,map00071,map01100,map01212,map02024,map03320,map04146,map04216,map04714,map04920	M00086	R01280	RC00004,RC00014	ko00000,ko00001,ko00002,ko01000,ko01004,ko04147	4.C.1.1	-	-	AMP-binding
BDA39647.1	1527444.ucyna2_01104	8.69e-183	508.0	COG1876@1|root,COG1876@2|Bacteria,1G1RJ@1117|Cyanobacteria	1117|Cyanobacteria	M	D-alanyl-D-alanine carboxypeptidase	vanY	-	3.4.17.14	ko:K07260	ko00550,ko01100,ko01502,ko02020,map00550,map01100,map01502,map02020	M00651	-	-	ko00000,ko00001,ko00002,ko01000,ko01002,ko01011,ko01504	-	-	-	VanY
BDA39648.1	1527444.ucyna2_01105	2.64e-240	668.0	COG0508@1|root,COG0508@2|Bacteria,1G0YZ@1117|Cyanobacteria	1117|Cyanobacteria	C	dehydrogenase complex catalyzes the overall conversion of	-	-	-	-	-	-	-	-	-	-	-	-	-
BDA39649.1	1527444.ucyna2_00769	7.01e-147	413.0	2EYMI@1|root,33RV5@2|Bacteria,1GCAB@1117|Cyanobacteria	1117|Cyanobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BDA39650.1	1527444.ucyna2_00768	2.16e-142	402.0	COG0237@1|root,COG0237@2|Bacteria,1G5PV@1117|Cyanobacteria	1117|Cyanobacteria	F	Catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A	coaE	GO:0003674,GO:0003824,GO:0004140,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006732,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0015936,GO:0015937,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0046390,GO:0046483,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.7.1.24	ko:K00859	ko00770,ko01100,map00770,map01100	M00120	R00130	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000	-	-	-	CoaE
BDA39651.1	1527444.ucyna2_00767	2.31e-202	561.0	COG1175@1|root,COG1175@2|Bacteria,1G1SY@1117|Cyanobacteria	1117|Cyanobacteria	P	PFAM Binding-protein-dependent transport system inner membrane component	lacF	-	-	ko:K17245	ko02010,map02010	M00601	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1.40	-	-	BPD_transp_1
BDA39652.1	1527444.ucyna2_00766	1.94e-129	368.0	COG3038@1|root,COG3038@2|Bacteria,1G6R0@1117|Cyanobacteria	1117|Cyanobacteria	C	Protein of unknown function (DUF3611)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3611
BDA39653.1	1527444.ucyna2_00765	4.46e-72	216.0	2C91V@1|root,32RRW@2|Bacteria,1G7Y1@1117|Cyanobacteria	1117|Cyanobacteria	S	PFAM Uncharacterised protein family Ycf20	ycf20	-	-	-	-	-	-	-	-	-	-	-	DUF565
BDA39654.1	1527444.ucyna2_00764	1.12e-212	588.0	COG1940@1|root,COG1940@2|Bacteria,1G11A@1117|Cyanobacteria	1117|Cyanobacteria	GK	Transcriptional regulator sugar kinase	xylR	-	2.7.1.2	ko:K00845	ko00010,ko00052,ko00500,ko00520,ko00521,ko00524,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00052,map00500,map00520,map00521,map00524,map01100,map01110,map01120,map01130,map01200	M00001,M00549	R00299,R01600,R01786	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	ROK
BDA39655.1	1527444.ucyna2_00763	0.0	1052.0	COG1472@1|root,COG1472@2|Bacteria,1G29F@1117|Cyanobacteria	1117|Cyanobacteria	G	PFAM Glycosyl hydrolase family 3 N terminal domain	bgl	-	3.2.1.21,3.2.1.52	ko:K01207,ko:K05349	ko00460,ko00500,ko00520,ko00531,ko00940,ko01100,ko01110,ko01501,map00460,map00500,map00520,map00531,map00940,map01100,map01110,map01501	M00628	R00022,R00026,R02558,R02887,R02985,R03527,R04949,R04998,R05963,R07809,R07810,R10035,R10039,R10040,R10831	RC00049,RC00059,RC00171,RC00262,RC00397,RC00451,RC00714,RC00746,RC01248	ko00000,ko00001,ko00002,ko01000	-	GH3	-	Glyco_hydro_3
BDA39656.1	1527444.ucyna2_00762	1.44e-81	242.0	COG0858@1|root,COG0858@2|Bacteria,1G6JJ@1117|Cyanobacteria	1117|Cyanobacteria	J	One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Associates with free 30S ribosomal subunits (but not with 30S subunits that are part of 70S ribosomes or polysomes). Required for efficient processing of 16S rRNA. May interact with the 5'-terminal helix region of 16S rRNA	rbfA	-	-	ko:K02834	-	-	-	-	ko00000,ko03009	-	-	-	RBFA
BDA39657.1	1527444.ucyna2_00761	1.75e-47	151.0	COG2104@1|root,COG2104@2|Bacteria,1G986@1117|Cyanobacteria	1117|Cyanobacteria	H	thiamine biosynthesis protein ThiS	thiS	-	-	ko:K03154	ko04122,map04122	-	-	-	ko00000,ko00001	-	-	iJN678.ycf40	ThiS
BDA39658.1	1527444.ucyna2_00760	2.01e-244	671.0	COG0352@1|root,COG0352@2|Bacteria,1G1VB@1117|Cyanobacteria	1117|Cyanobacteria	H	Condenses 4-methyl-5-(beta-hydroxyethyl)thiazole monophosphate (THZ-P) and 2-methyl-4-amino-5-hydroxymethyl pyrimidine pyrophosphate (HMP-PP) to form thiamine monophosphate (TMP)	thiE	GO:0003674,GO:0003824,GO:0004789,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006766,GO:0006767,GO:0006772,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009228,GO:0009987,GO:0016740,GO:0016765,GO:0017144,GO:0018130,GO:0019438,GO:0034641,GO:0042364,GO:0042723,GO:0042724,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.5.1.3	ko:K00788	ko00730,ko01100,map00730,map01100	M00127	R03223,R10712	RC00224,RC03255,RC03397	ko00000,ko00001,ko00002,ko01000	-	-	iJN678.thiE	TMP-TENI
BDA39659.1	1527444.ucyna2_00759	5.41e-227	626.0	COG0176@1|root,COG0176@2|Bacteria,1G292@1117|Cyanobacteria	1117|Cyanobacteria	F	Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway	tal	GO:0003674,GO:0003824,GO:0004801,GO:0016740,GO:0016744	2.2.1.2	ko:K00616	ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007	R01827	RC00439,RC00604	ko00000,ko00001,ko00002,ko01000	-	-	-	EF-hand_5,TAL_FSA
BDA39660.1	1527444.ucyna2_00758	1.64e-120	344.0	28NVC@1|root,2ZBTH@2|Bacteria,1G51V@1117|Cyanobacteria	1117|Cyanobacteria	S	Alternative locus ID	-	-	-	-	-	-	-	-	-	-	-	-	DUF3172
BDA39661.1	1527444.ucyna2_00757	6.41e-84	248.0	2CGIY@1|root,32S45@2|Bacteria,1G7TH@1117|Cyanobacteria	1117|Cyanobacteria	S	Domain of unknown function (DUF4359)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4359
BDA39662.1	1527444.ucyna2_00756	5.59e-176	491.0	COG1354@1|root,COG1354@2|Bacteria,1G5YC@1117|Cyanobacteria	1117|Cyanobacteria	D	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpB that pull DNA away from mid-cell into both cell halves	scpA	-	-	ko:K05896	-	-	-	-	ko00000,ko03036	-	-	-	SMC_ScpA
BDA39663.1	1527444.ucyna2_00755	1.92e-285	779.0	COG1208@1|root,COG1208@2|Bacteria,1G168@1117|Cyanobacteria	1117|Cyanobacteria	H	Catalyzes the formation of UDP-glucose, from UTP and glucose 1-phosphate	cugP	GO:0000166,GO:0001882,GO:0001884,GO:0002134,GO:0003674,GO:0003824,GO:0003983,GO:0005488,GO:0006011,GO:0006139,GO:0006725,GO:0006793,GO:0006807,GO:0008150,GO:0008152,GO:0009225,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0019103,GO:0032549,GO:0032551,GO:0032553,GO:0032557,GO:0034641,GO:0036094,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044281,GO:0046483,GO:0051748,GO:0055086,GO:0070569,GO:0071704,GO:0097159,GO:0097367,GO:1901135,GO:1901265,GO:1901360,GO:1901363	2.7.7.13,5.4.2.8	ko:K00966,ko:K16881	ko00051,ko00520,ko01100,ko01110,ko01130,map00051,map00520,map01100,map01110,map01130	M00114,M00361,M00362	R00885,R01818	RC00002,RC00408	ko00000,ko00001,ko00002,ko01000	-	-	-	Hexapep,NTP_transferase
BDA39664.1	1527444.ucyna2_00754	5.69e-299	815.0	COG4370@1|root,COG4370@2|Bacteria,1G0QR@1117|Cyanobacteria	1117|Cyanobacteria	S	TIGRFAM conserved	-	-	-	-	-	-	-	-	-	-	-	-	-
BDA39665.1	1527444.ucyna2_00753	3.9e-310	843.0	COG0451@1|root,COG0451@2|Bacteria,1G0TM@1117|Cyanobacteria	1117|Cyanobacteria	GM	PFAM NAD dependent epimerase dehydratase family	sqdB	-	3.13.1.1	ko:K06118	ko00520,ko00561,map00520,map00561	-	R05775	RC01469	ko00000,ko00001,ko01000	-	-	iJN678.sqdB	Epimerase
BDA39666.1	1527444.ucyna2_00752	4.85e-232	637.0	COG0500@1|root,COG2226@2|Bacteria,1G1DE@1117|Cyanobacteria	1117|Cyanobacteria	H	Belongs to the class I-like SAM-binding methyltransferase superfamily. gTMT family	-	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0008168,GO:0008757,GO:0016740,GO:0016741,GO:0032259,GO:0051741	2.1.1.295	ko:K18534	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00112	R07501,R10709,R10710	RC00003,RC01662	ko00000,ko00001,ko00002,ko01000	-	-	-	Methyltransf_11
BDA39667.1	1527444.ucyna2_00751	0.0	1256.0	COG0445@1|root,COG0445@2|Bacteria,1G0MP@1117|Cyanobacteria	1117|Cyanobacteria	D	NAD-binding protein involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA-cmnm(5)s(2)U34	gidA	GO:0000166,GO:0001510,GO:0002097,GO:0002098,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0048037,GO:0050660,GO:0050662,GO:0071704,GO:0090304,GO:0097159,GO:1901265,GO:1901360,GO:1901363	-	ko:K03495	-	-	R08701	RC00053,RC00209,RC00870	ko00000,ko03016,ko03036	-	-	-	GIDA,GIDA_assoc
BDA39668.1	1527444.ucyna2_00750	0.0	974.0	COG1266@1|root,COG1266@2|Bacteria,1G0ZJ@1117|Cyanobacteria	1117|Cyanobacteria	S	metal-dependent membrane protease	-	-	-	ko:K07052	-	-	-	-	ko00000	-	-	-	Abi
BDA39669.1	1527444.ucyna2_00749	0.0	994.0	COG1807@1|root,COG1807@2|Bacteria,1G06T@1117|Cyanobacteria	1117|Cyanobacteria	M	COGs COG1807 4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferase of PMT family	-	-	-	-	-	-	-	-	-	-	-	-	PMT,PMT_2
BDA39670.1	1527444.ucyna2_00748	0.0	984.0	28N8A@1|root,2ZBCR@2|Bacteria,1G2Q6@1117|Cyanobacteria	1117|Cyanobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BDA39671.1	1527444.ucyna2_00747	0.0	1269.0	COG0744@1|root,COG0744@2|Bacteria,1G1XF@1117|Cyanobacteria	1117|Cyanobacteria	M	Penicillin-binding protein, 1A family	mrcB	-	2.4.1.129,3.4.16.4	ko:K05366	ko00550,ko01100,ko01501,map00550,map01100,map01501	-	-	-	ko00000,ko00001,ko01000,ko01003,ko01011	-	GT51	-	Transgly,Transpeptidase
BDA39672.1	1527444.ucyna2_00746	0.0	1717.0	COG0587@1|root,COG0587@2|Bacteria,1G0US@1117|Cyanobacteria	1117|Cyanobacteria	L	DNA polymerase III alpha subunit	dnaE	-	2.7.7.7	ko:K02337	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_alpha,HHH_6,PHP,tRNA_anti-codon
BDA39673.1	1527444.ucyna2_00745	5e-226	623.0	COG0142@1|root,COG0142@2|Bacteria,1G0V7@1117|Cyanobacteria	1117|Cyanobacteria	H	Belongs to the FPP GGPP synthase family	sds	-	2.5.1.84,2.5.1.85	ko:K05356	ko00900,ko01110,map00900,map01110	-	R07267,R09250,R09251	RC00279	ko00000,ko00001,ko01000,ko01006	-	-	-	polyprenyl_synt
BDA39674.1	1527444.ucyna2_00744	1.64e-203	563.0	COG0796@1|root,COG0796@2|Bacteria,1G0W6@1117|Cyanobacteria	1117|Cyanobacteria	M	Provides the (R)-glutamate required for cell wall biosynthesis	murI	GO:0000270,GO:0003674,GO:0003824,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008881,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016853,GO:0016854,GO:0016855,GO:0030203,GO:0034645,GO:0036361,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0047661,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	5.1.1.3	ko:K01776	ko00471,ko01100,map00471,map01100	-	R00260	RC00302	ko00000,ko00001,ko01000,ko01011	-	-	-	Asp_Glu_race
BDA39675.1	1527444.ucyna2_00743	1.17e-304	834.0	COG0475@1|root,COG0475@2|Bacteria,1G03Z@1117|Cyanobacteria	1117|Cyanobacteria	P	PFAM Sodium hydrogen exchanger family	nhaS3	-	-	-	-	-	-	-	-	-	-	-	Na_H_Exchanger
BDA39676.1	1527444.ucyna2_00742	8.91e-248	680.0	COG0837@1|root,COG0837@2|Bacteria,1G1TJ@1117|Cyanobacteria	1117|Cyanobacteria	G	Belongs to the bacterial glucokinase family	glk	GO:0003674,GO:0003824,GO:0004340,GO:0004396,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006082,GO:0006090,GO:0006091,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016052,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017144,GO:0018130,GO:0019200,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044262,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046835,GO:0046939,GO:0051156,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576	2.7.1.2	ko:K00845	ko00010,ko00052,ko00500,ko00520,ko00521,ko00524,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00052,map00500,map00520,map00521,map00524,map01100,map01110,map01120,map01130,map01200	M00001,M00549	R00299,R01600,R01786	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	Glucokinase
BDA39677.1	1527444.ucyna2_00741	4.93e-266	729.0	COG0263@1|root,COG0263@2|Bacteria,1G09H@1117|Cyanobacteria	1117|Cyanobacteria	F	Catalyzes the transfer of a phosphate group to glutamate to form L-glutamate 5-phosphate	proB	GO:0003674,GO:0003824,GO:0004349,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006560,GO:0006561,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016774,GO:0018130,GO:0019202,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.7.2.11	ko:K00931	ko00330,ko00332,ko01100,ko01130,ko01230,map00330,map00332,map01100,map01130,map01230	M00015	R00239	RC00002,RC00043	ko00000,ko00001,ko00002,ko01000	-	-	-	AA_kinase,PUA
BDA39678.1	1527444.ucyna2_00740	6.09e-81	239.0	COG3794@1|root,COG3794@2|Bacteria,1G6Z2@1117|Cyanobacteria	1117|Cyanobacteria	C	Participates in electron transfer between P700 and the cytochrome b6-f complex in photosystem I	petE	-	-	ko:K02638	ko00195,map00195	-	-	-	ko00000,ko00001,ko00194	-	-	-	Copper-bind
BDA39679.1	1527444.ucyna2_00739	0.0	1179.0	COG1217@1|root,COG1217@2|Bacteria,1G0FW@1117|Cyanobacteria	1117|Cyanobacteria	T	GTP-binding protein TypA	typA	-	-	ko:K06207	-	-	-	-	ko00000	-	-	-	EFG_C,GTP_EFTU,GTP_EFTU_D2
BDA39680.1	1527444.ucyna2_00737	6.15e-234	644.0	COG0113@1|root,COG0113@2|Bacteria,1G0YH@1117|Cyanobacteria	1117|Cyanobacteria	H	Belongs to the ALAD family	hemB	GO:0003674,GO:0003824,GO:0004655,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009987,GO:0016829,GO:0016835,GO:0016836,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0043167,GO:0043169,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046148,GO:0046483,GO:0046872,GO:0046914,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	4.2.1.24	ko:K01698	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120	M00121	R00036	RC00918,RC01781	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	ALAD
BDA39681.1	1527444.ucyna2_00735	1.91e-195	542.0	COG0682@1|root,COG0682@2|Bacteria,1G0H2@1117|Cyanobacteria	1117|Cyanobacteria	M	Transfers the N-acyl diglyceride group on what will become the N-terminal cysteine of membrane lipoproteins	lgt	-	-	ko:K13292	-	-	-	-	ko00000,ko01000	-	-	-	LGT
BDA39682.1	1527444.ucyna2_00733	0.0	1463.0	COG1480@1|root,COG1480@2|Bacteria,1G1UW@1117|Cyanobacteria	1117|Cyanobacteria	S	7TM receptor with intracellular HD hydrolase	-	-	-	ko:K07037	-	-	-	-	ko00000	-	-	-	7TM-7TMR_HD,7TMR-HDED,HD
BDA39683.1	1527444.ucyna2_00732	8.11e-283	772.0	2DB7J@1|root,2Z7MI@2|Bacteria,1G2I3@1117|Cyanobacteria	1117|Cyanobacteria	S	PFAM S-layer homology domain	-	-	-	-	-	-	-	-	-	-	-	-	SLH
BDA39684.1	1527444.ucyna2_00731	7.13e-277	756.0	COG0399@1|root,COG0399@2|Bacteria,1G4AA@1117|Cyanobacteria	1117|Cyanobacteria	E	Belongs to the DegT DnrJ EryC1 family	-	-	-	-	-	-	-	-	-	-	-	-	DegT_DnrJ_EryC1
BDA39685.1	1527444.ucyna2_00730	1.05e-223	617.0	COG0031@1|root,COG0031@2|Bacteria,1G1AB@1117|Cyanobacteria	1117|Cyanobacteria	E	Belongs to the cysteine synthase cystathionine beta- synthase family	cysK	GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0004124,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006534,GO:0006535,GO:0006563,GO:0006790,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009069,GO:0009070,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0016829,GO:0016846,GO:0019344,GO:0019752,GO:0019842,GO:0030170,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0048037,GO:0050662,GO:0070279,GO:0071704,GO:0080146,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.5.1.47	ko:K01738	ko00270,ko00920,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00270,map00920,map01100,map01110,map01120,map01130,map01200,map01230	M00021	R00897,R03601,R04859	RC00020,RC02814,RC02821	ko00000,ko00001,ko00002,ko01000	-	-	-	PALP
BDA39686.1	1527444.ucyna2_00729	0.0	1332.0	COG3659@1|root,COG3659@2|Bacteria,1G0DE@1117|Cyanobacteria	1117|Cyanobacteria	M	Belongs to the OprB family	-	-	-	-	-	-	-	-	-	-	-	-	OprB,SLH
BDA39687.1	1527444.ucyna2_00728	1.27e-311	848.0	COG0285@1|root,COG0285@2|Bacteria,1G04F@1117|Cyanobacteria	1117|Cyanobacteria	H	Belongs to the folylpolyglutamate synthase family	folC	-	6.3.2.12,6.3.2.17	ko:K11754	ko00790,ko01100,map00790,map01100	M00126,M00841	R00942,R02237,R04241	RC00064,RC00090,RC00162	ko00000,ko00001,ko00002,ko01000	-	-	-	Mur_ligase_C,Mur_ligase_M
BDA39688.1	1527444.ucyna2_00727	1.65e-164	462.0	COG0785@1|root,COG0785@2|Bacteria,1G0FI@1117|Cyanobacteria	1117|Cyanobacteria	O	cytochrome c biogenesis protein	ccdA	-	-	ko:K06196	-	-	-	-	ko00000,ko02000	5.A.1.2	-	-	DsbD
BDA39689.1	1527444.ucyna2_00726	0.0	884.0	COG1333@1|root,COG1333@2|Bacteria,1G0R9@1117|Cyanobacteria	1117|Cyanobacteria	O	Required during biogenesis of c-type cytochromes (cytochrome c6 and cytochrome f) at the step of heme attachment	ccs1	-	-	ko:K07399	-	-	-	-	ko00000	-	-	-	ResB
BDA39690.1	1527444.ucyna2_00725	9.15e-71	215.0	COG0222@1|root,COG0222@2|Bacteria,1G6XE@1117|Cyanobacteria	1117|Cyanobacteria	J	Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors. Is thus essential for accurate translation	rplL	-	-	ko:K02935	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L12,Ribosomal_L12_N
