query_id,subject_id,percent_identity,alignment_length,mismatches,gap_openings,query_start,query_end,subject_start,subject_end,evalue,bit_score,query_length,subject_length,direction,coverage,normalized_bitscore
WP_009543463.1,BDA39590.1,70.5,139,41,0,1,139,1,139,1.07e-62,184.0,139,139,crocosphaera -> ucyna,1.0,1.3237410071942446
WP_009543462.1,BDA39589.1,91.2,250,22,0,1,250,1,250,7.810000000000001e-163,446.0,251,250,crocosphaera -> ucyna,0.9960159362549801,1.784
WP_007303504.1,BDA39588.1,93.8,80,5,0,1,80,1,80,5.56e-45,135.0,81,81,crocosphaera -> ucyna,0.9876543209876543,1.6875
WP_009543461.1,BDA39587.1,50.3,143,71,0,1,143,1,143,2.51e-39,125.0,143,143,crocosphaera -> ucyna,1.0,0.8741258741258742
WP_009543460.1,BDA39586.1,60.7,178,69,1,1,178,1,177,9e-59,177.0,178,178,crocosphaera -> ucyna,1.0,0.9943820224719101
WP_009543459.1,BDA39585.1,66.7,183,61,0,1,183,1,183,3.23e-86,247.0,185,185,crocosphaera -> ucyna,0.9891891891891892,1.349726775956284
WP_009543458.1,BDA39584.1,91.8,503,41,0,1,503,1,503,0.0,872.0,503,503,crocosphaera -> ucyna,1.0,1.7335984095427435
WP_009543457.1,BDA39583.1,80.3,314,62,0,1,314,1,314,7.309999999999999e-172,474.0,314,314,crocosphaera -> ucyna,1.0,1.5095541401273886
WP_071818235.1,BDA40058.1,39.9,228,130,2,55,280,148,370,1.92e-48,160.0,284,374,crocosphaera -> ucyna,0.6096256684491979,0.7017543859649122
WP_009543453.1,BDA40156.1,40.7,364,209,3,7,366,5,365,4.28e-88,266.0,377,379,crocosphaera -> ucyna,0.9604221635883905,0.7307692307692307
WP_009543449.1,BDA39216.1,28.2,206,123,6,42,228,43,242,7.47e-11,56.6,268,287,crocosphaera -> ucyna,0.7177700348432056,0.27475728155339807
WP_009543448.1,BDA39719.1,27.5,120,75,2,13,121,14,132,3.37e-06,42.7,280,291,crocosphaera -> ucyna,0.41237113402061853,0.35583333333333333
WP_243397354.1,BDA39810.1,28.7,143,98,4,17,158,225,364,0.000303,37.7,395,413,crocosphaera -> ucyna,0.34624697336561744,0.26363636363636367
WP_009543440.1,BDA40013.1,60.7,244,96,0,1,244,1,244,3.16e-110,314.0,259,257,crocosphaera -> ucyna,0.9420849420849421,1.2868852459016393
WP_009543439.1,BDA40012.1,38.8,237,139,4,91,322,20,255,1.57e-39,136.0,335,267,crocosphaera -> ucyna,0.7074626865671642,0.5738396624472574
WP_009543437.1,BDA40313.1,71.1,637,184,0,1,637,1,637,0.0,983.0,648,641,crocosphaera -> ucyna,0.9830246913580247,1.543171114599686
WP_009543436.1,BDA39714.1,25.9,371,221,13,1,320,1,368,2.5899999999999996e-23,98.6,729,422,crocosphaera -> ucyna,0.5089163237311386,0.26576819407008084
WP_009543435.1,BDA40312.1,73.7,589,155,0,1,589,1,589,3.31e-293,805.0,599,591,crocosphaera -> ucyna,0.9833055091819699,1.366723259762309
WP_009543427.1,BDA40329.1,30.8,240,160,3,5,239,3,241,1.75e-38,130.0,245,242,crocosphaera -> ucyna,0.9795918367346939,0.5416666666666666
WP_009543426.1,BDA40187.1,77.8,72,16,0,1,72,1,72,3.67e-47,140.0,75,74,crocosphaera -> ucyna,0.96,1.9444444444444444
WP_009543425.1,BDA40188.1,58.5,376,155,1,3,377,6,381,1.07e-151,429.0,377,381,crocosphaera -> ucyna,0.9868766404199475,1.1409574468085106
WP_009543423.1,BDA39905.1,23.3,223,136,7,27,239,26,223,4.7e-05,39.3,240,715,crocosphaera -> ucyna,0.3118881118881119,0.17623318385650222
WP_009543421.1,BDA40222.1,27.0,222,135,7,4,219,8,208,1.12e-11,59.3,321,251,crocosphaera -> ucyna,0.6915887850467289,0.2671171171171171
WP_009543419.1,BDA39830.1,40.7,167,99,0,16,182,8,174,1.83e-36,120.0,183,179,crocosphaera -> ucyna,0.912568306010929,0.718562874251497
WP_009543415.1,BDA40189.1,92.7,289,21,0,1,289,1,289,2.0500000000000002e-200,545.0,289,289,crocosphaera -> ucyna,1.0,1.8858131487889274
WP_009543413.1,BDA40190.1,90.3,466,44,1,1,466,1,465,0.0,867.0,466,465,crocosphaera -> ucyna,1.0,1.8605150214592274
WP_009543409.1,BDA39547.1,24.6,179,114,6,10,177,21,189,0.000935,37.0,549,578,crocosphaera -> ucyna,0.3096885813148789,0.20670391061452514
WP_009543408.1,BDA40282.1,58.9,377,155,0,1,377,1,377,1.9300000000000002e-163,459.0,383,381,crocosphaera -> ucyna,0.9843342036553525,1.2175066312997347
WP_009543407.1,BDA40281.1,69.9,376,110,2,1,374,1,375,2.8699999999999998e-188,522.0,386,384,crocosphaera -> ucyna,0.9740932642487047,1.3882978723404256
WP_009543405.1,BDA39738.1,70.3,814,230,4,1,812,1,804,0.0,1035.0,838,824,crocosphaera -> ucyna,0.9713603818615751,1.2714987714987716
WP_009543404.1,BDA40304.1,38.7,119,68,3,300,415,7,123,6.06e-17,75.1,416,232,crocosphaera -> ucyna,0.2860576923076923,0.6310924369747899
WP_009543403.1,BDA40326.1,34.5,116,73,1,3,118,7,119,1.05e-20,79.3,119,243,crocosphaera -> ucyna,0.4773662551440329,0.6836206896551724
WP_012362482.1,BDA39496.1,73.6,960,252,1,1,959,1,960,0.0,1490.0,959,960,crocosphaera -> ucyna,1.0,1.5520833333333333
WP_009543398.1,BDA39497.1,50.8,63,31,0,1,63,1,63,3.45e-17,63.9,67,67,crocosphaera -> ucyna,0.9402985074626866,1.0142857142857142
WP_009543397.1,BDA40341.1,36.6,232,141,3,7,237,5,231,5.31e-49,162.0,397,244,crocosphaera -> ucyna,0.5843828715365239,0.6982758620689655
WP_009543389.1,BDA39925.1,25.2,210,143,6,160,360,166,370,2.89e-08,50.1,361,372,crocosphaera -> ucyna,0.5645161290322581,0.23857142857142857
WP_009543388.1,BDA39925.1,29.2,137,91,3,236,372,214,344,1.56e-11,60.5,400,372,crocosphaera -> ucyna,0.3425,0.4416058394160584
WP_009543381.1,BDA39873.1,52.5,442,194,6,1,433,2,436,2.25e-146,420.0,434,444,crocosphaera -> ucyna,0.9954954954954955,0.9502262443438914
WP_009543379.1,BDA40113.1,20.2,258,127,8,238,488,98,283,8.64e-06,44.3,869,520,crocosphaera -> ucyna,0.29689298043728424,0.17170542635658914
WP_009543375.1,BDA39665.1,87.8,384,47,0,1,384,22,405,3.99e-260,704.0,384,405,crocosphaera -> ucyna,0.9481481481481482,1.8333333333333333
WP_009543372.1,BDA39626.1,73.9,406,106,0,1,406,1,406,1.29e-222,611.0,406,413,crocosphaera -> ucyna,0.9830508474576272,1.5049261083743843
WP_009543371.1,BDA40118.1,62.3,175,66,0,1,175,1,175,1.53e-70,207.0,176,175,crocosphaera -> ucyna,0.9943181818181818,1.1828571428571428
WP_009543370.1,BDA40119.1,62.3,244,90,2,19,260,18,261,5.5e-105,301.0,260,261,crocosphaera -> ucyna,0.9348659003831418,1.2336065573770492
WP_009543369.1,BDA39988.1,31.9,210,122,5,14,213,4,202,4.8199999999999994e-23,91.7,335,246,crocosphaera -> ucyna,0.6268656716417911,0.4366666666666667
WP_009543368.1,BDA39212.1,30.0,380,235,9,708,1075,378,738,8.41e-43,163.0,1195,759,crocosphaera -> ucyna,0.3179916317991632,0.42894736842105263
WP_009543367.1,BDA40120.1,59.5,37,14,1,1,37,1,36,6.21e-10,48.5,123,109,crocosphaera -> ucyna,0.3008130081300813,1.3108108108108107
WP_009543363.1,BDA39899.1,24.3,400,261,14,11,388,7,386,1.95e-12,63.9,401,647,crocosphaera -> ucyna,0.6182380216383307,0.15975
WP_009543361.1,BDA40156.1,73.0,374,101,0,1,374,1,374,8.83e-203,558.0,378,379,crocosphaera -> ucyna,0.9868073878627969,1.4919786096256684
WP_009543359.1,BDA39925.1,26.9,193,125,6,160,348,161,341,1.01e-11,60.8,374,372,crocosphaera -> ucyna,0.516042780748663,0.31502590673575126
WP_008274988.1,BDA40141.1,78.9,90,18,1,1,90,1,89,3.84e-49,146.0,90,89,crocosphaera -> ucyna,1.0,1.6222222222222222
WP_009543358.1,BDA40142.1,71.0,186,54,0,1,186,1,186,3.53e-89,255.0,189,186,crocosphaera -> ucyna,0.9841269841269841,1.3709677419354838
WP_009543356.1,BDA39345.1,41.2,577,309,4,2,552,6,578,2.8099999999999997e-140,415.0,566,600,crocosphaera -> ucyna,0.9616666666666667,0.7192374350086655
WP_198019420.1,BDA40121.1,67.2,457,150,0,1,457,1,457,5.92e-224,618.0,457,457,crocosphaera -> ucyna,1.0,1.3522975929978118
WP_009543352.1,BDA39951.1,71.2,299,86,0,1,299,1,299,9.5e-157,436.0,308,304,crocosphaera -> ucyna,0.9707792207792207,1.4581939799331103
WP_009543351.1,BDA39950.1,85.3,307,45,0,1,307,1,307,3.31e-193,529.0,314,322,crocosphaera -> ucyna,0.953416149068323,1.723127035830619
WP_009543350.1,BDA40006.1,27.1,133,87,5,123,254,95,218,0.000574,36.6,450,235,crocosphaera -> ucyna,0.29555555555555557,0.27518796992481204
WP_009543349.1,BDA40178.1,45.0,191,105,0,1,191,1,191,1.37e-46,149.0,231,193,crocosphaera -> ucyna,0.8268398268398268,0.7801047120418848
WP_009543343.1,BDA40107.1,71.0,183,53,0,5,187,1,183,1.14e-93,266.0,187,183,crocosphaera -> ucyna,0.9786096256684492,1.453551912568306
WP_009543341.1,BDA40339.1,43.9,98,55,0,18,115,138,235,1.07e-26,94.7,116,236,crocosphaera -> ucyna,0.4152542372881356,0.9663265306122449
WP_009543338.1,BDA39547.1,26.1,387,240,13,14,366,27,401,1.04e-12,65.5,515,578,crocosphaera -> ucyna,0.6695501730103807,0.16925064599483206
WP_009543337.1,BDA40226.1,43.4,122,69,0,4,125,3,124,1.55e-28,102.0,160,310,crocosphaera -> ucyna,0.3935483870967742,0.8360655737704918
WP_009543335.1,BDA39409.1,72.3,397,110,0,1,397,1,397,1.91e-216,594.0,399,397,crocosphaera -> ucyna,0.9949874686716792,1.4962216624685138
WP_009543334.1,BDA39625.1,83.8,253,41,0,1,253,1,253,4.0100000000000005e-164,450.0,253,253,crocosphaera -> ucyna,1.0,1.7786561264822134
WP_009543331.1,BDA39624.1,47.1,70,37,0,1,70,1,70,4.16e-22,76.6,70,72,crocosphaera -> ucyna,0.9722222222222222,1.0942857142857143
WP_009543328.1,BDA39770.1,83.4,289,48,0,1,289,1,289,3.09e-188,514.0,297,289,crocosphaera -> ucyna,0.9730639730639731,1.778546712802768
WP_009543327.1,BDA39522.1,29.5,173,112,6,11,180,9,174,3.05e-16,75.1,461,349,crocosphaera -> ucyna,0.3752711496746204,0.43410404624277454
WP_009543324.1,BDA39789.1,78.7,450,96,0,1,450,1,450,1.3599999999999998e-270,736.0,450,450,crocosphaera -> ucyna,1.0,1.6355555555555557
WP_009543323.1,BDA40116.1,83.4,670,111,0,1,670,1,670,0.0,1159.0,670,670,crocosphaera -> ucyna,1.0,1.7298507462686568
WP_009543318.1,BDA39559.1,24.2,472,326,13,7,462,3,458,5.08e-33,126.0,499,459,crocosphaera -> ucyna,0.9458917835671342,0.2669491525423729
WP_009543315.1,BDA39997.1,67.6,386,123,2,2,386,1,385,7.55e-194,536.0,386,387,crocosphaera -> ucyna,0.9974160206718347,1.38860103626943
WP_009543313.1,BDA40241.1,85.3,340,50,0,1,340,1,340,8.01e-209,571.0,349,346,crocosphaera -> ucyna,0.9742120343839542,1.6794117647058824
WP_009543312.1,BDA39458.1,56.5,490,193,4,1,487,1,473,7.97e-196,549.0,488,475,crocosphaera -> ucyna,1.0040983606557377,1.120408163265306
WP_009543309.1,BDA40090.1,73.0,300,81,0,1,300,1,300,3.81e-146,409.0,308,311,crocosphaera -> ucyna,0.9646302250803859,1.3633333333333333
WP_009543308.1,BDA40089.1,78.6,468,100,0,1,468,1,468,2.6900000000000003e-257,704.0,470,470,crocosphaera -> ucyna,0.9957446808510638,1.5042735042735043
WP_009543307.1,BDA40088.1,88.4,327,38,0,1,327,1,327,3.82e-215,585.0,327,327,crocosphaera -> ucyna,1.0,1.7889908256880733
WP_009543300.1,BDA39925.1,25.2,349,220,15,41,372,45,369,2.99e-16,74.7,383,372,crocosphaera -> ucyna,0.9112271540469974,0.21404011461318054
WP_009543297.1,BDA40213.1,56.5,745,313,5,1,737,1,742,1.88e-283,792.0,737,742,crocosphaera -> ucyna,1.0040431266846361,1.0630872483221476
WP_009543296.1,BDA40212.1,78.7,385,82,0,1,385,1,385,1.04e-233,637.0,387,387,crocosphaera -> ucyna,0.9948320413436692,1.6545454545454545
WP_009543295.1,BDA40326.1,29.8,121,76,4,3,122,8,120,2.84e-09,48.5,122,243,crocosphaera -> ucyna,0.49794238683127573,0.40082644628099173
WP_009543294.1,BDA40326.1,31.3,128,82,3,5,132,7,128,1.51e-11,60.5,729,243,crocosphaera -> ucyna,0.1755829903978052,0.47265625
WP_009543288.1,BDA40045.1,57.1,203,87,0,8,210,8,210,2.9199999999999998e-83,242.0,212,211,crocosphaera -> ucyna,0.9575471698113207,1.1921182266009853
WP_243397442.1,BDA39655.1,61.8,521,198,1,1,520,17,537,1.32e-232,646.0,520,537,crocosphaera -> ucyna,0.9702048417132216,1.2399232245681382
WP_009543280.1,BDA39656.1,76.6,124,29,0,1,124,1,124,9.190000000000001e-66,191.0,129,128,crocosphaera -> ucyna,0.9612403100775194,1.5403225806451613
WP_009543276.1,BDA39607.1,78.3,166,36,0,1,166,1,166,1.02e-96,273.0,183,167,crocosphaera -> ucyna,0.907103825136612,1.644578313253012
WP_024750168.1,BDA39221.1,28.1,445,266,17,45,478,38,439,1.99e-24,101.0,508,463,crocosphaera -> ucyna,0.8759842519685039,0.22696629213483147
WP_009543270.1,BDA39657.1,69.4,72,22,0,1,72,1,72,4.07e-34,107.0,72,72,crocosphaera -> ucyna,1.0,1.4861111111111112
WP_009543269.1,BDA39658.1,62.9,334,124,0,1,334,1,334,1.49e-155,435.0,339,338,crocosphaera -> ucyna,0.9852507374631269,1.3023952095808384
WP_009543268.1,BDA39659.1,84.6,325,50,0,1,325,1,325,6.780000000000001e-195,536.0,390,326,crocosphaera -> ucyna,0.8333333333333334,1.6492307692307693
WP_009543264.1,BDA39369.1,33.0,109,70,1,392,500,472,577,1.2e-14,72.8,828,583,crocosphaera -> ucyna,0.1316425120772947,0.6678899082568807
WP_009543263.1,BDA39372.1,76.7,326,76,0,1,326,1,326,2.63e-186,512.0,329,328,crocosphaera -> ucyna,0.9908814589665653,1.5705521472392638
WP_009543262.1,BDA39947.1,33.1,133,78,2,38,168,97,220,7.41e-22,85.5,209,245,crocosphaera -> ucyna,0.5428571428571428,0.6428571428571429
WP_009543261.1,BDA40303.1,34.0,456,262,10,19,447,43,486,1.2099999999999999e-40,147.0,453,497,crocosphaera -> ucyna,0.9175050301810865,0.3223684210526316
WP_009543258.1,BDA39608.1,55.7,246,107,1,1,246,13,256,9.29e-99,284.0,246,256,crocosphaera -> ucyna,0.9609375,1.1544715447154472
WP_009543253.1,BDA39675.1,27.2,243,163,8,57,290,116,353,1.25e-15,75.1,699,463,crocosphaera -> ucyna,0.34763948497854075,0.3090534979423868
WP_009543247.1,BDA40013.1,32.3,201,107,6,8,201,66,244,1.6300000000000001e-21,84.7,206,257,crocosphaera -> ucyna,0.7821011673151751,0.42139303482587065
WP_009543242.1,BDA40165.1,51.5,495,237,3,7,500,16,508,1.07e-173,495.0,504,519,crocosphaera -> ucyna,0.953757225433526,1.0
WP_009543241.1,BDA39352.1,92.1,394,31,0,1,394,1,394,1.2499999999999998e-288,776.0,394,394,crocosphaera -> ucyna,1.0,1.9695431472081217
WP_009543240.1,BDA39534.1,87.9,603,73,0,1,603,1,603,0.0,1051.0,603,603,crocosphaera -> ucyna,1.0,1.7429519071310116
WP_009543239.1,BDA40304.1,47.5,61,32,0,10,70,169,229,1.54e-13,58.9,90,232,crocosphaera -> ucyna,0.2629310344827586,0.9655737704918033
WP_009543237.1,BDA39303.1,26.1,218,150,5,132,339,121,337,1.54e-07,47.8,365,349,crocosphaera -> ucyna,0.5972602739726027,0.21926605504587154
WP_009543236.1,BDA39813.1,61.5,449,170,2,1,447,1,448,2.21e-202,563.0,452,452,crocosphaera -> ucyna,0.9933628318584071,1.2538975501113585
WP_009543233.1,BDA39814.1,66.1,375,127,0,1,375,1,375,7.43e-186,515.0,375,375,crocosphaera -> ucyna,1.0,1.3733333333333333
WP_009543231.1,BDA40257.1,23.2,185,130,3,153,327,232,414,8.78e-11,59.7,569,661,crocosphaera -> ucyna,0.27987897125567324,0.32270270270270274
WP_009543226.1,BDA39812.1,65.2,351,115,2,1,348,1,347,8.83e-169,469.0,349,347,crocosphaera -> ucyna,1.005730659025788,1.3361823361823362
WP_009543225.1,BDA39304.1,87.8,263,32,0,1,263,1,263,7.050000000000001e-163,447.0,263,263,crocosphaera -> ucyna,1.0,1.6996197718631179
WP_009543223.1,BDA39323.1,65.3,236,74,1,1,236,1,228,7.24e-116,326.0,236,231,crocosphaera -> ucyna,1.0,1.38135593220339
WP_009543220.1,BDA39914.1,22.6,474,318,12,17,476,23,461,3.47e-19,85.1,479,463,crocosphaera -> ucyna,0.9895615866388309,0.17953586497890295
WP_009543217.1,BDA40294.1,60.0,260,103,1,1,260,1,259,3.55e-80,238.0,274,263,crocosphaera -> ucyna,0.948905109489051,0.9153846153846154
WP_009543216.1,BDA39714.1,26.8,366,189,9,4,292,9,372,1.23e-27,107.0,319,422,crocosphaera -> ucyna,0.8672985781990521,0.2923497267759563
WP_009543214.1,BDA39799.1,26.5,264,175,5,57,303,46,307,1.84e-19,84.7,403,395,crocosphaera -> ucyna,0.6550868486352357,0.32083333333333336
WP_009543212.1,BDA40104.1,55.8,165,72,1,12,175,12,176,5.36e-67,199.0,201,182,crocosphaera -> ucyna,0.8208955223880597,1.206060606060606
WP_009543210.1,BDA39212.1,54.8,759,334,4,1,755,1,754,9.349999999999999e-277,776.0,761,759,crocosphaera -> ucyna,0.9973718791064389,1.0223978919631094
WP_009543209.1,BDA39213.1,68.5,1252,390,3,1,1250,1,1249,0.0,1770.0,1251,1249,crocosphaera -> ucyna,1.0007993605115908,1.4137380191693292
WP_009543205.1,BDA39344.1,60.3,179,71,0,1,179,1,179,2.36e-81,234.0,180,180,crocosphaera -> ucyna,0.9944444444444445,1.3072625698324023
WP_008276699.1,BDA39564.1,66.7,33,11,0,1,33,1,33,4.04e-09,41.2,33,33,crocosphaera -> ucyna,1.0,1.2484848484848485
WP_009547941.1,BDA39315.1,35.3,292,165,7,8,291,3,278,4.5699999999999997e-45,169.0,704,1010,crocosphaera -> ucyna,0.2891089108910891,0.5787671232876712
WP_009547952.1,BDA39311.1,41.0,39,23,0,132,170,19,57,1.84e-06,42.7,209,317,crocosphaera -> ucyna,0.12302839116719243,1.094871794871795
WP_009546444.1,BDA39345.1,23.1,251,118,8,435,679,188,369,6.79e-08,51.2,889,600,crocosphaera -> ucyna,0.2823397075365579,0.20398406374501993
WP_009546434.1,BDA39315.1,24.3,704,465,22,364,1037,289,954,3.9399999999999997e-38,150.0,1179,1010,crocosphaera -> ucyna,0.5971162001696353,0.21306818181818182
WP_009546432.1,BDA39923.1,33.3,598,356,14,5,570,4,590,4.5799999999999997e-82,274.0,704,871,crocosphaera -> ucyna,0.6865671641791045,0.45819397993311034
WP_009546428.1,BDA39417.1,45.2,186,101,1,18,202,9,194,2.1999999999999997e-52,162.0,204,195,crocosphaera -> ucyna,0.9117647058823529,0.8709677419354839
WP_009546427.1,BDA39418.1,55.0,536,233,2,13,548,4,531,7.13e-221,619.0,562,555,crocosphaera -> ucyna,0.9537366548042705,1.1548507462686568
WP_009546426.1,BDA39419.1,36.6,254,144,3,10,249,10,260,2.19e-52,169.0,293,312,crocosphaera -> ucyna,0.8141025641025641,0.6653543307086615
WP_009546419.1,BDA39376.1,64.4,531,183,3,58,585,22,549,1.4e-261,723.0,585,549,crocosphaera -> ucyna,0.9076923076923077,1.3615819209039548
WP_009546417.1,BDA39768.1,60.5,38,15,0,30,67,14,51,2.94e-12,51.2,70,53,crocosphaera -> ucyna,0.5428571428571428,1.3473684210526315
WP_009546412.1,BDA39710.1,28.4,669,393,18,33,661,338,960,4.84e-56,201.0,662,962,crocosphaera -> ucyna,0.6954261954261954,0.3004484304932735
WP_009546409.1,BDA40054.1,50.6,312,153,1,4,314,3,314,1.36e-109,317.0,319,317,crocosphaera -> ucyna,0.9780564263322884,1.016025641025641
WP_009546408.1,BDA40054.1,50.5,311,149,1,20,330,8,313,4.78e-112,324.0,346,317,crocosphaera -> ucyna,0.8988439306358381,1.0418006430868167
WP_009546407.1,BDA40201.1,50.1,629,268,6,25,641,13,607,1.25e-220,623.0,642,608,crocosphaera -> ucyna,0.9797507788161994,0.9904610492845787
WP_009546400.1,BDA40289.1,56.9,480,199,4,3,477,2,478,9.410000000000001e-195,546.0,482,482,crocosphaera -> ucyna,0.995850622406639,1.1375
WP_009546399.1,BDA40054.1,49.8,313,152,1,20,332,8,315,2.06e-108,315.0,346,317,crocosphaera -> ucyna,0.9046242774566474,1.0063897763578276
WP_009546396.1,BDA39938.1,27.1,133,78,5,2,119,170,298,1.35e-05,42.7,549,452,crocosphaera -> ucyna,0.24225865209471767,0.32105263157894737
WP_009546394.1,BDA40054.1,64.2,332,94,1,21,352,8,314,1.07e-156,438.0,363,317,crocosphaera -> ucyna,0.9146005509641874,1.319277108433735
WP_009546390.1,BDA39680.1,58.9,321,126,3,11,327,4,322,1.45e-125,358.0,334,328,crocosphaera -> ucyna,0.9610778443113772,1.115264797507788
WP_009546385.1,BDA40054.1,38.1,315,182,6,10,321,9,313,4.609999999999999e-68,211.0,322,317,crocosphaera -> ucyna,0.9782608695652174,0.6698412698412698
WP_009546381.1,BDA39796.1,29.0,221,145,5,11,221,359,577,5.16e-21,87.4,262,612,crocosphaera -> ucyna,0.3611111111111111,0.395475113122172
WP_009546376.1,BDA39581.1,27.7,404,262,15,1,388,1,390,5.6e-30,114.0,391,392,crocosphaera -> ucyna,1.030612244897959,0.28217821782178215
WP_009546363.1,BDA39431.1,53.7,341,154,2,9,345,12,352,4.84e-133,379.0,347,352,crocosphaera -> ucyna,0.96875,1.1114369501466275
WP_035858004.1,BDA39852.1,50.9,283,138,1,5,286,35,317,3.4899999999999997e-90,279.0,286,769,crocosphaera -> ucyna,0.3680104031209363,0.9858657243816255
WP_083765759.1,BDA39852.1,53.7,451,197,3,3,442,318,767,4.42e-166,482.0,444,769,crocosphaera -> ucyna,0.5864759427828349,1.0687361419068737
WP_009546341.1,BDA40076.1,34.6,182,119,0,5,186,10,191,4.7e-34,119.0,269,242,crocosphaera -> ucyna,0.6765799256505576,0.6538461538461539
WP_009546331.1,BDA39354.1,28.6,416,225,19,76,474,48,408,6.599999999999999e-30,118.0,567,469,crocosphaera -> ucyna,0.7336860670194003,0.28365384615384615
WP_009546315.1,BDA40266.1,23.2,289,182,14,430,687,148,427,7.2e-05,40.8,695,437,crocosphaera -> ucyna,0.4158273381294964,0.1411764705882353
WP_009546298.1,BDA39610.1,33.2,364,232,4,10,368,4,361,1.24e-64,213.0,372,674,crocosphaera -> ucyna,0.5400593471810089,0.5851648351648352
WP_009546297.1,BDA39866.1,22.5,324,224,8,2,298,3,326,1.69e-18,79.7,301,326,crocosphaera -> ucyna,0.9938650306748467,0.24598765432098765
WP_009546290.1,BDA39532.1,30.9,81,40,4,8,82,4,74,0.000509,35.0,256,157,crocosphaera -> ucyna,0.31640625,0.43209876543209874
WP_009546228.1,BDA40209.1,26.9,119,77,3,227,337,432,548,7.54e-05,40.4,517,672,crocosphaera -> ucyna,0.17708333333333334,0.33949579831932775
WP_009546220.1,BDA39289.1,43.2,139,61,4,752,890,372,492,6.72e-25,104.0,891,494,crocosphaera -> ucyna,0.15600448933782268,0.7482014388489209
WP_009546209.1,BDA39787.1,29.4,136,76,5,1,128,1,124,2.22e-08,48.9,252,265,crocosphaera -> ucyna,0.5132075471698113,0.35955882352941176
WP_009546182.1,BDA39315.1,39.4,997,537,21,9,962,3,975,1.64e-227,670.0,1033,1010,crocosphaera -> ucyna,0.9651500484027106,0.6720160481444333
WP_009546179.1,BDA39475.1,49.3,412,199,2,1,412,213,614,1.1000000000000002e-129,383.0,420,623,crocosphaera -> ucyna,0.6613162118780096,0.9296116504854369
WP_009546173.1,BDA39783.1,68.2,201,62,1,79,279,26,224,1.2400000000000001e-105,304.0,315,250,crocosphaera -> ucyna,0.638095238095238,1.5124378109452736
WP_009546171.1,BDA39619.1,68.5,89,28,0,1,89,1,89,8.04e-41,125.0,92,93,crocosphaera -> ucyna,0.956989247311828,1.404494382022472
WP_009546167.1,BDA39978.1,45.5,198,107,1,1,197,1,198,3.04e-52,162.0,199,200,crocosphaera -> ucyna,0.99,0.8181818181818182
WP_012362635.1,BDA39978.1,31.3,67,45,1,1,66,132,198,2.54e-07,40.8,68,200,crocosphaera -> ucyna,0.335,0.608955223880597
WP_009547830.1,BDA40076.1,29.7,232,156,2,11,240,12,238,9.7e-28,102.0,244,242,crocosphaera -> ucyna,0.9508196721311475,0.4396551724137931
WP_009547831.1,BDA40222.1,30.0,253,162,4,6,255,10,250,1.75e-36,125.0,255,251,crocosphaera -> ucyna,0.9921568627450981,0.49407114624505927
WP_012362644.1,BDA39833.1,38.2,68,41,1,1,67,91,158,1.23e-12,54.7,70,162,crocosphaera -> ucyna,0.41975308641975306,0.8044117647058824
WP_009547859.1,BDA39520.1,32.6,141,81,4,15,147,46,180,8.44e-09,49.3,176,745,crocosphaera -> ucyna,0.18926174496644296,0.349645390070922
WP_156922878.1,BDA39268.1,28.8,118,69,3,146,258,335,442,8.44e-09,51.2,287,465,crocosphaera -> ucyna,0.2537634408602151,0.4338983050847458
WP_009547995.1,BDA39204.1,42.0,50,29,0,8,57,5,54,5.29e-06,42.0,252,328,crocosphaera -> ucyna,0.1524390243902439,0.84
WP_243397461.1,BDA39375.1,52.4,126,60,0,7,132,9,134,3.91e-50,154.0,166,158,crocosphaera -> ucyna,0.7590361445783133,1.2222222222222223
WP_009548027.1,BDA39880.1,26.4,106,62,4,64,163,67,162,0.000909,33.9,193,174,crocosphaera -> ucyna,0.5492227979274611,0.31981132075471697
WP_024750387.1,BDA40296.1,25.4,114,74,3,14,116,20,133,4.93e-06,39.3,121,226,crocosphaera -> ucyna,0.504424778761062,0.3447368421052631
WP_009547547.1,BDA39792.1,59.1,711,288,3,11,720,11,719,1.92e-286,798.0,733,719,crocosphaera -> ucyna,0.9699863574351978,1.1223628691983123
WP_009547550.1,BDA39369.1,45.5,468,250,4,7,471,4,469,2.86e-133,393.0,475,583,crocosphaera -> ucyna,0.8027444253859348,0.8397435897435898
WP_009547551.1,BDA39806.1,69.1,521,158,2,3,522,6,524,1.5299999999999999e-258,711.0,524,526,crocosphaera -> ucyna,0.9904942965779467,1.36468330134357
WP_009547552.1,BDA40100.1,56.7,418,178,1,3,420,9,423,7.08e-167,471.0,424,431,crocosphaera -> ucyna,0.9698375870069605,1.1267942583732058
WP_009547562.1,BDA39844.1,79.1,258,54,0,18,275,20,277,9.91e-158,436.0,275,277,crocosphaera -> ucyna,0.9314079422382672,1.689922480620155
WP_009547563.1,BDA39843.1,75.5,261,64,0,3,263,4,264,3.06e-148,410.0,263,264,crocosphaera -> ucyna,0.9886363636363636,1.5708812260536398
WP_009547569.1,BDA39361.1,23.0,283,202,8,319,586,58,339,7.42e-08,50.1,669,362,crocosphaera -> ucyna,0.42301943198804187,0.17703180212014136
WP_009547575.1,BDA39209.1,21.4,667,357,17,78,725,207,725,6.17e-18,84.0,915,772,crocosphaera -> ucyna,0.7289617486338797,0.12593703148425786
